Navn,Dato,Til tidspunkt,Felt,Trafikkmengde,< 5.6m,>= 5.6m,5.6m - 7.6m,7.6m - 12.5m,12.5m - 16.0m,>= 16.0m,16.0m - 24.0m,>= 24.0m,>=7.6m
Hydrovegen,20.03.2023,0:00,2,25,21,4,3,1,0,0,0,0,1
Hydrovegen,20.03.2023,0:00,Totalt i retning Herøya industripark,10,9,1,1,0,0,0,0,0,0
Hydrovegen,20.03.2023,0:00,Totalt i retning Kulltangen,25,21,4,3,1,0,0,0,0,1
Hydrovegen,20.03.2023,0:00,Totalt,35,30,5,4,1,0,0,0,0,1
Hydrovegen,21.03.2023,1:00,1,3,3,0,0,0,0,0,0,0,0
Hydrovegen,21.03.2023,1:00,2,3,0,3,3,0,0,0,0,0,0
Hydrovegen,21.03.2023,1:00,Totalt i retning Herøya industripark,3,3,0,0,0,0,0,0,0,0
Hydrovegen,21.03.2023,1:00,Totalt i retning Kulltangen,3,0,3,3,0,0,0,0,0,0
Hydrovegen,21.03.2023,1:00,Totalt,6,3,3,3,0,0,0,0,0,0
Hydrovegen,21.03.2023,2:00,1,4,2,2,2,0,0,0,0,0,0
Hydrovegen,21.03.2023,2:00,2,1,1,0,0,0,0,0,0,0,0
Hydrovegen,21.03.2023,2:00,Totalt i retning Herøya industripark,4,2,2,2,0,0,0,0,0,0
Hydrovegen,21.03.2023,2:00,Totalt i retning Kulltangen,1,1,0,0,0,0,0,0,0,0
Hydrovegen,21.03.2023,2:00,Totalt,5,3,2,2,0,0,0,0,0,0
Hydrovegen,21.03.2023,3:00,1,2,2,0,0,0,0,0,0,0,0
Hydrovegen,21.03.2023,3:00,2,6,5,1,1,0,0,0,0,0,0
Hydrovegen,21.03.2023,3:00,Totalt i retning Herøya industripark,2,2,0,0,0,0,0,0,0,0
Hydrovegen,21.03.2023,3:00,Totalt i retning Kulltangen,6,5,1,1,0,0,0,0,0,0
Hydrovegen,21.03.2023,3:00,Totalt,8,7,1,1,0,0,0,0,0,0
Hydrovegen,21.03.2023,4:00,1,1,1,0,0,0,0,0,0,0,0
Hydrovegen,21.03.2023,4:00,2,5,4,1,1,0,0,0,0,0,0
Hydrovegen,21.03.2023,4:00,Totalt i retning Herøya industripark,1,1,0,0,0,0,0,0,0,0
Hydrovegen,21.03.2023,4:00,Totalt i retning Kulltangen,5,4,1,1,0,0,0,0,0,0
Hydrovegen,21.03.2023,4:00,Totalt,6,5,1,1,0,0,0,0,0,0
Hydrovegen,21.03.2023,5:00,1,3,2,1,1,0,0,0,0,0,0
Hydrovegen,21.03.2023,5:00,2,3,0,3,2,0,0,1,1,0,1
Hydrovegen,21.03.2023,5:00,Totalt i retning Herøya industripark,3,2,1,1,0,0,0,0,0,0
Hydrovegen,21.03.2023,5:00,Totalt i retning Kulltangen,3,0,3,2,0,0,1,1,0,1
Hydrovegen,21.03.2023,5:00,Totalt,6,2,4,3,0,0,1,1,0,1
Hydrovegen,21.03.2023,6:00,1,60,54,6,3,2,1,0,0,0,3
Hydrovegen,21.03.2023,6:00,2,17,11,6,2,3,0,1,1,0,4
Hydrovegen,21.03.2023,6:00,Totalt i retning Herøya industripark,60,54,6,3,2,1,0,0,0,3
Hydrovegen,21.03.2023,6:00,Totalt i retning Kulltangen,17,11,6,2,3,0,1,1,0,4
Hydrovegen,21.03.2023,6:00,Totalt,77,65,12,5,5,1,1,1,0,7
Hydrovegen,21.03.2023,7:00,1,492,473,19,10,6,1,2,2,0,9
Hydrovegen,21.03.2023,7:00,2,99,60,20,8,8,3,1,1,0,12
Hydrovegen,21.03.2023,7:00,Totalt i retning Herøya industripark,492,473,19,10,6,1,2,2,0,9
Hydrovegen,21.03.2023,7:00,Totalt i retning Kulltangen,99,60,20,8,8,3,1,1,0,12
Hydrovegen,21.03.2023,7:00,Totalt,591,533,39,18,14,4,3,3,0,21
Hydrovegen,21.03.2023,8:00,1,494,461,33,11,8,8,6,6,0,22
Hydrovegen,21.03.2023,8:00,2,139,65,37,21,7,3,6,6,0,16
Hydrovegen,21.03.2023,8:00,Totalt i retning Herøya industripark,494,461,33,11,8,8,6,6,0,22
Hydrovegen,21.03.2023,8:00,Totalt i retning Kulltangen,139,65,37,21,7,3,6,6,0,16
Hydrovegen,21.03.2023,8:00,Totalt,633,526,70,32,15,11,12,12,0,38
Hydrovegen,21.03.2023,9:00,1,302,256,46,9,16,10,11,11,0,37
Hydrovegen,21.03.2023,9:00,2,134,60,47,28,9,0,10,10,0,19
Hydrovegen,21.03.2023,9:00,Totalt i retning Herøya industripark,302,256,46,9,16,10,11,11,0,37
Hydrovegen,21.03.2023,9:00,Totalt i retning Kulltangen,134,60,47,28,9,0,10,10,0,19
Hydrovegen,21.03.2023,9:00,Totalt,436,316,93,37,25,10,21,21,0,56
Hydrovegen,21.03.2023,10:00,1,125,83,42,14,10,7,11,11,0,28
Hydrovegen,21.03.2023,10:00,2,130,72,50,27,4,3,16,16,0,23
Hydrovegen,21.03.2023,10:00,Totalt i retning Herøya industripark,125,83,42,14,10,7,11,11,0,28
Hydrovegen,21.03.2023,10:00,Totalt i retning Kulltangen,130,72,50,27,4,3,16,16,0,23
Hydrovegen,21.03.2023,10:00,Totalt,255,155,92,41,14,10,27,27,0,51
Hydrovegen,21.03.2023,11:00,1,113,87,26,6,5,8,7,7,0,20
Hydrovegen,21.03.2023,11:00,2,140,87,45,23,9,4,9,9,0,22
Hydrovegen,21.03.2023,11:00,Totalt i retning Herøya industripark,113,87,26,6,5,8,7,7,0,20
Hydrovegen,21.03.2023,11:00,Totalt i retning Kulltangen,140,87,45,23,9,4,9,9,0,22
Hydrovegen,21.03.2023,11:00,Totalt,253,174,71,29,14,12,16,16,0,42
Hydrovegen,21.03.2023,12:00,1,115,89,26,7,9,5,5,5,0,19
Hydrovegen,21.03.2023,12:00,2,127,78,48,27,6,4,11,11,0,21
Hydrovegen,21.03.2023,12:00,Totalt i retning Herøya industripark,115,89,26,7,9,5,5,5,0,19
Hydrovegen,21.03.2023,12:00,Totalt i retning Kulltangen,127,78,48,27,6,4,11,11,0,21
Hydrovegen,21.03.2023,12:00,Totalt,242,167,74,34,15,9,16,16,0,40
Hydrovegen,21.03.2023,13:00,1,130,91,39,11,12,7,9,9,0,28
Hydrovegen,21.03.2023,13:00,2,127,72,47,30,6,1,10,10,0,17
Hydrovegen,21.03.2023,13:00,Totalt i retning Herøya industripark,130,91,39,11,12,7,9,9,0,28
Hydrovegen,21.03.2023,13:00,Totalt i retning Kulltangen,127,72,47,30,6,1,10,10,0,17
Hydrovegen,21.03.2023,13:00,Totalt,257,163,86,41,18,8,19,19,0,45
Hydrovegen,21.03.2023,14:00,1,161,128,33,7,11,10,5,5,0,26
Hydrovegen,21.03.2023,14:00,2,166,106,52,25,14,6,7,7,0,27
Hydrovegen,21.03.2023,14:00,Totalt i retning Herøya industripark,161,128,33,7,11,10,5,5,0,26
Hydrovegen,21.03.2023,14:00,Totalt i retning Kulltangen,166,106,52,25,14,6,7,7,0,27
Hydrovegen,21.03.2023,14:00,Totalt,327,234,85,32,25,16,12,12,0,53
Hydrovegen,21.03.2023,15:00,1,163,131,32,10,10,7,5,5,0,22
Hydrovegen,21.03.2023,15:00,2,274,181,68,44,14,1,9,9,0,24
Hydrovegen,21.03.2023,15:00,Totalt i retning Herøya industripark,163,131,32,10,10,7,5,5,0,22
Hydrovegen,21.03.2023,15:00,Totalt i retning Kulltangen,274,181,68,44,14,1,9,9,0,24
Hydrovegen,21.03.2023,15:00,Totalt,437,312,100,54,24,8,14,14,0,46
Hydrovegen,21.03.2023,16:00,1,178,152,25,8,7,7,3,3,0,17
Hydrovegen,21.03.2023,16:00,2,105,75,26,22,1,2,1,1,0,4
Hydrovegen,21.03.2023,16:00,Totalt i retning Herøya industripark,178,152,25,8,7,7,3,3,0,17
Hydrovegen,21.03.2023,16:00,Totalt i retning Kulltangen,105,75,26,22,1,2,1,1,0,4
Hydrovegen,21.03.2023,16:00,Totalt,283,227,51,30,8,9,4,4,0,21
Hydrovegen,21.03.2023,17:00,1,128,109,19,3,7,4,5,5,0,16
Hydrovegen,21.03.2023,17:00,2,241,182,41,32,5,1,3,3,0,9
Hydrovegen,21.03.2023,17:00,Totalt i retning Herøya industripark,128,109,19,3,7,4,5,5,0,16
Hydrovegen,21.03.2023,17:00,Totalt i retning Kulltangen,241,182,41,32,5,1,3,3,0,9
Hydrovegen,21.03.2023,17:00,Totalt,369,291,60,35,12,5,8,8,0,25
Hydrovegen,21.03.2023,18:00,1,59,55,4,0,4,0,0,0,0,4
Hydrovegen,21.03.2023,18:00,2,102,86,14,8,3,2,1,1,0,6
Hydrovegen,21.03.2023,18:00,Totalt i retning Herøya industripark,59,55,4,0,4,0,0,0,0,4
Hydrovegen,21.03.2023,18:00,Totalt i retning Kulltangen,102,86,14,8,3,2,1,1,0,6
Hydrovegen,21.03.2023,18:00,Totalt,161,141,18,8,7,2,1,1,0,10
Hydrovegen,21.03.2023,19:00,1,70,64,6,4,2,0,0,0,0,2
Hydrovegen,21.03.2023,19:00,2,105,77,27,22,2,0,3,3,0,5
Hydrovegen,21.03.2023,19:00,Totalt i retning Herøya industripark,70,64,6,4,2,0,0,0,0,2
Hydrovegen,21.03.2023,19:00,Totalt i retning Kulltangen,105,77,27,22,2,0,3,3,0,5
Hydrovegen,21.03.2023,19:00,Totalt,175,141,33,26,4,0,3,3,0,7
Hydrovegen,21.03.2023,20:00,1,59,52,7,3,2,1,1,1,0,4
Hydrovegen,21.03.2023,20:00,2,98,72,23,19,3,1,0,0,0,4
Hydrovegen,21.03.2023,20:00,Totalt i retning Herøya industripark,59,52,7,3,2,1,1,1,0,4
Hydrovegen,21.03.2023,20:00,Totalt i retning Kulltangen,98,72,23,19,3,1,0,0,0,4
Hydrovegen,21.03.2023,20:00,Totalt,157,124,30,22,5,2,1,1,0,8
Hydrovegen,21.03.2023,21:00,1,45,40,5,2,2,1,0,0,0,3
Hydrovegen,21.03.2023,21:00,2,64,46,15,12,1,0,2,2,0,3
Hydrovegen,21.03.2023,21:00,Totalt i retning Herøya industripark,45,40,5,2,2,1,0,0,0,3
Hydrovegen,21.03.2023,21:00,Totalt i retning Kulltangen,64,46,15,12,1,0,2,2,0,3
Hydrovegen,21.03.2023,21:00,Totalt,109,86,20,14,3,1,2,2,0,6
Hydrovegen,21.03.2023,22:00,1,37,32,5,1,3,0,1,1,0,4
Hydrovegen,21.03.2023,22:00,2,52,38,13,10,2,1,0,0,0,3
Hydrovegen,21.03.2023,22:00,Totalt i retning Herøya industripark,37,32,5,1,3,0,1,1,0,4
Hydrovegen,21.03.2023,22:00,Totalt i retning Kulltangen,52,38,13,10,2,1,0,0,0,3
Hydrovegen,21.03.2023,22:00,Totalt,89,70,18,11,5,1,1,1,0,7
Hydrovegen,21.03.2023,23:00,1,45,42,3,2,1,0,0,0,0,1
Hydrovegen,21.03.2023,23:00,2,61,48,12,9,3,0,0,0,0,3
Hydrovegen,21.03.2023,23:00,Totalt i retning Herøya industripark,45,42,3,2,1,0,0,0,0,1
Hydrovegen,21.03.2023,23:00,Totalt i retning Kulltangen,61,48,12,9,3,0,0,0,0,3
Hydrovegen,21.03.2023,23:00,Totalt,106,90,15,11,4,0,0,0,0,4
Hydrovegen,21.03.2023,0:00,1,12,10,2,1,0,0,1,1,0,1
Hydrovegen,21.03.2023,0:00,2,16,12,4,4,0,0,0,0,0,0
Hydrovegen,21.03.2023,0:00,Totalt i retning Herøya industripark,12,10,2,1,0,0,1,1,0,1
Hydrovegen,21.03.2023,0:00,Totalt i retning Kulltangen,16,12,4,4,0,0,0,0,0,0
Hydrovegen,21.03.2023,0:00,Totalt,28,22,6,5,0,0,1,1,0,1
Hydrovegen,22.03.2023,1:00,1,4,4,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,1:00,2,6,6,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,1:00,Totalt i retning Herøya industripark,4,4,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,1:00,Totalt i retning Kulltangen,6,6,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,1:00,Totalt,10,10,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,2:00,1,3,2,1,1,0,0,0,0,0,0
Hydrovegen,22.03.2023,2:00,2,3,2,1,1,0,0,0,0,0,0
Hydrovegen,22.03.2023,2:00,Totalt i retning Herøya industripark,3,2,1,1,0,0,0,0,0,0
Hydrovegen,22.03.2023,2:00,Totalt i retning Kulltangen,3,2,1,1,0,0,0,0,0,0
Hydrovegen,22.03.2023,2:00,Totalt,6,4,2,2,0,0,0,0,0,0
Hydrovegen,22.03.2023,3:00,1,2,2,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,3:00,2,6,5,1,1,0,0,0,0,0,0
Hydrovegen,22.03.2023,3:00,Totalt i retning Herøya industripark,2,2,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,3:00,Totalt i retning Kulltangen,6,5,1,1,0,0,0,0,0,0
Hydrovegen,22.03.2023,3:00,Totalt,8,7,1,1,0,0,0,0,0,0
Hydrovegen,22.03.2023,4:00,1,1,1,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,4:00,2,6,4,2,1,0,1,0,0,0,1
Hydrovegen,22.03.2023,4:00,Totalt i retning Herøya industripark,1,1,0,0,0,0,0,0,0,0
Hydrovegen,22.03.2023,4:00,Totalt i retning Kulltangen,6,4,2,1,0,1,0,0,0,1
Hydrovegen,22.03.2023,4:00,Totalt,7,5,2,1,0,1,0,0,0,1
Hydrovegen,22.03.2023,5:00,1,5,4,1,0,0,1,0,0,0,1
Hydrovegen,22.03.2023,5:00,2,4,2,2,2,0,0,0,0,0,0
Hydrovegen,22.03.2023,5:00,Totalt i retning Herøya industripark,5,4,1,0,0,1,0,0,0,1
Hydrovegen,22.03.2023,5:00,Totalt i retning Kulltangen,4,2,2,2,0,0,0,0,0,0
Hydrovegen,22.03.2023,5:00,Totalt,9,6,3,2,0,1,0,0,0,1
Hydrovegen,22.03.2023,6:00,1,52,49,3,1,2,0,0,0,0,2
Hydrovegen,22.03.2023,6:00,2,16,10,5,0,4,0,1,1,0,5
Hydrovegen,22.03.2023,6:00,Totalt i retning Herøya industripark,52,49,3,1,2,0,0,0,0,2
Hydrovegen,22.03.2023,6:00,Totalt i retning Kulltangen,16,10,5,0,4,0,1,1,0,5
Hydrovegen,22.03.2023,6:00,Totalt,68,59,8,1,6,0,1,1,0,7
Hydrovegen,22.03.2023,7:00,1,513,490,23,10,4,4,5,5,0,13
Hydrovegen,22.03.2023,7:00,2,90,47,25,14,7,1,3,3,0,11
Hydrovegen,22.03.2023,7:00,Totalt i retning Herøya industripark,513,490,23,10,4,4,5,5,0,13
Hydrovegen,22.03.2023,7:00,Totalt i retning Kulltangen,90,47,25,14,7,1,3,3,0,11
Hydrovegen,22.03.2023,7:00,Totalt,603,537,48,24,11,5,8,8,0,24
Hydrovegen,22.03.2023,8:00,1,488,460,28,7,8,6,7,7,0,21
Hydrovegen,22.03.2023,8:00,2,151,89,38,19,5,5,9,9,0,19
Hydrovegen,22.03.2023,8:00,Totalt i retning Herøya industripark,488,460,28,7,8,6,7,7,0,21
Hydrovegen,22.03.2023,8:00,Totalt i retning Kulltangen,151,89,38,19,5,5,9,9,0,19
Hydrovegen,22.03.2023,8:00,Totalt,639,549,66,26,13,11,16,16,0,40
Hydrovegen,22.03.2023,9:00,1,265,217,48,16,12,11,9,9,0,32
Hydrovegen,22.03.2023,9:00,2,113,56,44,18,10,4,12,12,0,26
Hydrovegen,22.03.2023,9:00,Totalt i retning Herøya industripark,265,217,48,16,12,11,9,9,0,32
Hydrovegen,22.03.2023,9:00,Totalt i retning Kulltangen,113,56,44,18,10,4,12,12,0,26
Hydrovegen,22.03.2023,9:00,Totalt,378,273,92,34,22,15,21,21,0,58
Hydrovegen,22.03.2023,10:00,1,130,87,43,11,11,13,8,8,0,32
Hydrovegen,22.03.2023,10:00,2,99,52,42,21,10,1,10,10,0,21
Hydrovegen,22.03.2023,10:00,Totalt i retning Herøya industripark,130,87,43,11,11,13,8,8,0,32
Hydrovegen,22.03.2023,10:00,Totalt i retning Kulltangen,99,52,42,21,10,1,10,10,0,21
Hydrovegen,22.03.2023,10:00,Totalt,229,139,85,32,21,14,18,18,0,53
Hydrovegen,22.03.2023,11:00,1,144,102,42,11,4,9,18,18,0,31
Hydrovegen,22.03.2023,11:00,2,122,69,49,24,4,1,20,20,0,25
Hydrovegen,22.03.2023,11:00,Totalt i retning Herøya industripark,144,102,42,11,4,9,18,18,0,31
Hydrovegen,22.03.2023,11:00,Totalt i retning Kulltangen,122,69,49,24,4,1,20,20,0,25
Hydrovegen,22.03.2023,11:00,Totalt,266,171,91,35,8,10,38,38,0,56
Hydrovegen,22.03.2023,12:00,1,130,101,29,6,4,6,13,13,0,23
Hydrovegen,22.03.2023,12:00,2,147,91,52,29,4,4,15,15,0,23
Hydrovegen,22.03.2023,12:00,Totalt i retning Herøya industripark,130,101,29,6,4,6,13,13,0,23
Hydrovegen,22.03.2023,12:00,Totalt i retning Kulltangen,147,91,52,29,4,4,15,15,0,23
Hydrovegen,22.03.2023,12:00,Totalt,277,192,81,35,8,10,28,28,0,46
Hydrovegen,22.03.2023,13:00,1,133,95,38,11,9,10,8,8,0,27
Hydrovegen,22.03.2023,13:00,2,133,70,60,29,8,5,18,18,0,31
Hydrovegen,22.03.2023,13:00,Totalt i retning Herøya industripark,133,95,38,11,9,10,8,8,0,27
Hydrovegen,22.03.2023,13:00,Totalt i retning Kulltangen,133,70,60,29,8,5,18,18,0,31
Hydrovegen,22.03.2023,13:00,Totalt,266,165,98,40,17,15,26,26,0,58
Hydrovegen,22.03.2023,14:00,1,151,110,41,10,6,16,9,9,0,31
Hydrovegen,22.03.2023,14:00,2,183,113,63,30,8,5,20,20,0,33
Hydrovegen,22.03.2023,14:00,Totalt i retning Herøya industripark,151,110,41,10,6,16,9,9,0,31
Hydrovegen,22.03.2023,14:00,Totalt i retning Kulltangen,183,113,63,30,8,5,20,20,0,33
Hydrovegen,22.03.2023,14:00,Totalt,334,223,104,40,14,21,29,29,0,64
Hydrovegen,22.03.2023,15:00,1,180,152,28,8,7,7,6,6,0,20
Hydrovegen,22.03.2023,15:00,2,268,194,54,29,5,3,17,16,1,25
Hydrovegen,22.03.2023,15:00,Totalt i retning Herøya industripark,180,152,28,8,7,7,6,6,0,20
Hydrovegen,22.03.2023,15:00,Totalt i retning Kulltangen,268,194,54,29,5,3,17,16,1,25
Hydrovegen,22.03.2023,15:00,Totalt,448,346,82,37,12,10,23,22,1,45
Hydrovegen,22.03.2023,16:00,1,164,143,21,2,7,8,4,4,0,19
Hydrovegen,22.03.2023,16:00,2,114,85,24,19,3,1,1,1,0,5
Hydrovegen,22.03.2023,16:00,Totalt i retning Herøya industripark,164,143,21,2,7,8,4,4,0,19
Hydrovegen,22.03.2023,16:00,Totalt i retning Kulltangen,114,85,24,19,3,1,1,1,0,5
Hydrovegen,22.03.2023,16:00,Totalt,278,228,45,21,10,9,5,5,0,24
Hydrovegen,22.03.2023,17:00,1,134,122,12,3,2,4,3,3,0,9
Hydrovegen,22.03.2023,17:00,2,216,155,47,32,2,3,10,10,0,15
Hydrovegen,22.03.2023,17:00,Totalt i retning Herøya industripark,134,122,12,3,2,4,3,3,0,9
Hydrovegen,22.03.2023,17:00,Totalt i retning Kulltangen,216,155,47,32,2,3,10,10,0,15
Hydrovegen,22.03.2023,17:00,Totalt,350,277,59,35,4,7,13,13,0,24
Hydrovegen,22.03.2023,18:00,1,75,64,11,3,1,5,2,2,0,8
Hydrovegen,22.03.2023,18:00,2,116,95,17,11,2,1,3,3,0,6
Hydrovegen,22.03.2023,18:00,Totalt i retning Herøya industripark,75,64,11,3,1,5,2,2,0,8
Hydrovegen,22.03.2023,18:00,Totalt i retning Kulltangen,116,95,17,11,2,1,3,3,0,6
Hydrovegen,22.03.2023,18:00,Totalt,191,159,28,14,3,6,5,5,0,14
Hydrovegen,22.03.2023,19:00,1,65,60,5,1,1,2,1,1,0,4
Hydrovegen,22.03.2023,19:00,2,117,84,27,21,1,4,1,1,0,6
Hydrovegen,22.03.2023,19:00,Totalt i retning Herøya industripark,65,60,5,1,1,2,1,1,0,4
Hydrovegen,22.03.2023,19:00,Totalt i retning Kulltangen,117,84,27,21,1,4,1,1,0,6
Hydrovegen,22.03.2023,19:00,Totalt,182,144,32,22,2,6,2,2,0,10
Hydrovegen,22.03.2023,20:00,1,47,44,3,0,2,0,1,1,0,3
Hydrovegen,22.03.2023,20:00,2,97,75,22,18,1,1,2,2,0,4
Hydrovegen,22.03.2023,20:00,Totalt i retning Herøya industripark,47,44,3,0,2,0,1,1,0,3
Hydrovegen,22.03.2023,20:00,Totalt i retning Kulltangen,97,75,22,18,1,1,2,2,0,4
Hydrovegen,22.03.2023,20:00,Totalt,144,119,25,18,3,1,3,3,0,7
Hydrovegen,22.03.2023,21:00,1,68,63,5,2,1,2,0,0,0,3
Hydrovegen,22.03.2023,21:00,2,65,50,14,11,2,1,0,0,0,3
Hydrovegen,22.03.2023,21:00,Totalt i retning Herøya industripark,68,63,5,2,1,2,0,0,0,3
Hydrovegen,22.03.2023,21:00,Totalt i retning Kulltangen,65,50,14,11,2,1,0,0,0,3
Hydrovegen,22.03.2023,21:00,Totalt,133,113,19,13,3,3,0,0,0,6
Hydrovegen,22.03.2023,22:00,1,40,35,5,1,1,3,0,0,0,4
Hydrovegen,22.03.2023,22:00,2,61,50,10,8,2,0,0,0,0,2
Hydrovegen,22.03.2023,22:00,Totalt i retning Herøya industripark,40,35,5,1,1,3,0,0,0,4
Hydrovegen,22.03.2023,22:00,Totalt i retning Kulltangen,61,50,10,8,2,0,0,0,0,2
Hydrovegen,22.03.2023,22:00,Totalt,101,85,15,9,3,3,0,0,0,6
Hydrovegen,22.03.2023,23:00,1,57,55,2,1,1,0,0,0,0,1
Hydrovegen,22.03.2023,23:00,2,69,60,9,7,2,0,0,0,0,2
Hydrovegen,22.03.2023,23:00,Totalt i retning Herøya industripark,57,55,2,1,1,0,0,0,0,1
Hydrovegen,22.03.2023,23:00,Totalt i retning Kulltangen,69,60,9,7,2,0,0,0,0,2
Hydrovegen,22.03.2023,23:00,Totalt,126,115,11,8,3,0,0,0,0,3
Hydrovegen,22.03.2023,0:00,1,17,15,2,2,0,0,0,0,0,0
Hydrovegen,22.03.2023,0:00,2,21,18,3,3,0,0,0,0,0,0
Hydrovegen,22.03.2023,0:00,Totalt i retning Herøya industripark,17,15,2,2,0,0,0,0,0,0
Hydrovegen,22.03.2023,0:00,Totalt i retning Kulltangen,21,18,3,3,0,0,0,0,0,0
Hydrovegen,22.03.2023,0:00,Totalt,38,33,5,5,0,0,0,0,0,0
Hydrovegen,23.03.2023,1:00,1,1,1,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,1:00,2,7,5,2,2,0,0,0,0,0,0
Hydrovegen,23.03.2023,1:00,Totalt i retning Herøya industripark,1,1,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,1:00,Totalt i retning Kulltangen,7,5,2,2,0,0,0,0,0,0
Hydrovegen,23.03.2023,1:00,Totalt,8,6,2,2,0,0,0,0,0,0
Hydrovegen,23.03.2023,2:00,1,2,1,1,1,0,0,0,0,0,0
Hydrovegen,23.03.2023,2:00,2,3,2,1,0,1,0,0,0,0,1
Hydrovegen,23.03.2023,2:00,Totalt i retning Herøya industripark,2,1,1,1,0,0,0,0,0,0
Hydrovegen,23.03.2023,2:00,Totalt i retning Kulltangen,3,2,1,0,1,0,0,0,0,1
Hydrovegen,23.03.2023,2:00,Totalt,5,3,2,1,1,0,0,0,0,1
Hydrovegen,23.03.2023,3:00,1,2,2,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,3:00,2,2,2,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,3:00,Totalt i retning Herøya industripark,2,2,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,3:00,Totalt i retning Kulltangen,2,2,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,3:00,Totalt,4,4,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,4:00,1,1,0,1,1,0,0,0,0,0,0
Hydrovegen,23.03.2023,4:00,2,6,6,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,4:00,Totalt i retning Herøya industripark,1,0,1,1,0,0,0,0,0,0
Hydrovegen,23.03.2023,4:00,Totalt i retning Kulltangen,6,6,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,4:00,Totalt,7,6,1,1,0,0,0,0,0,0
Hydrovegen,23.03.2023,5:00,1,2,1,1,0,0,1,0,0,0,1
Hydrovegen,23.03.2023,5:00,2,7,4,3,3,0,0,0,0,0,0
Hydrovegen,23.03.2023,5:00,Totalt i retning Herøya industripark,2,1,1,0,0,1,0,0,0,1
Hydrovegen,23.03.2023,5:00,Totalt i retning Kulltangen,7,4,3,3,0,0,0,0,0,0
Hydrovegen,23.03.2023,5:00,Totalt,9,5,4,3,0,1,0,0,0,1
Hydrovegen,23.03.2023,6:00,1,47,44,3,0,2,1,0,0,0,3
Hydrovegen,23.03.2023,6:00,2,16,10,6,2,4,0,0,0,0,4
Hydrovegen,23.03.2023,6:00,Totalt i retning Herøya industripark,47,44,3,0,2,1,0,0,0,3
Hydrovegen,23.03.2023,6:00,Totalt i retning Kulltangen,16,10,6,2,4,0,0,0,0,4
Hydrovegen,23.03.2023,6:00,Totalt,63,54,9,2,6,1,0,0,0,7
Hydrovegen,23.03.2023,7:00,1,520,500,20,11,4,3,2,2,0,9
Hydrovegen,23.03.2023,7:00,2,87,57,12,5,4,2,1,1,0,7
Hydrovegen,23.03.2023,7:00,Totalt i retning Herøya industripark,520,500,20,11,4,3,2,2,0,9
Hydrovegen,23.03.2023,7:00,Totalt i retning Kulltangen,87,57,12,5,4,2,1,1,0,7
Hydrovegen,23.03.2023,7:00,Totalt,607,557,32,16,8,5,3,3,0,16
Hydrovegen,23.03.2023,8:00,1,471,441,30,4,8,10,8,8,0,26
Hydrovegen,23.03.2023,8:00,2,162,84,45,23,7,5,10,10,0,22
Hydrovegen,23.03.2023,8:00,Totalt i retning Herøya industripark,471,441,30,4,8,10,8,8,0,26
Hydrovegen,23.03.2023,8:00,Totalt i retning Kulltangen,162,84,45,23,7,5,10,10,0,22
Hydrovegen,23.03.2023,8:00,Totalt,633,525,75,27,15,15,18,18,0,48
Hydrovegen,23.03.2023,9:00,1,296,240,56,16,15,12,13,13,0,40
Hydrovegen,23.03.2023,9:00,2,130,72,40,13,11,2,14,14,0,27
Hydrovegen,23.03.2023,9:00,Totalt i retning Herøya industripark,296,240,56,16,15,12,13,13,0,40
Hydrovegen,23.03.2023,9:00,Totalt i retning Kulltangen,130,72,40,13,11,2,14,14,0,27
Hydrovegen,23.03.2023,9:00,Totalt,426,312,96,29,26,14,27,27,0,67
Hydrovegen,23.03.2023,10:00,1,138,89,49,11,12,11,15,15,0,38
Hydrovegen,23.03.2023,10:00,2,132,64,60,24,13,5,18,18,0,36
Hydrovegen,23.03.2023,10:00,Totalt i retning Herøya industripark,138,89,49,11,12,11,15,15,0,38
Hydrovegen,23.03.2023,10:00,Totalt i retning Kulltangen,132,64,60,24,13,5,18,18,0,36
Hydrovegen,23.03.2023,10:00,Totalt,270,153,109,35,25,16,33,33,0,74
Hydrovegen,23.03.2023,11:00,1,147,96,51,10,17,13,11,11,0,41
Hydrovegen,23.03.2023,11:00,2,131,79,44,13,9,3,19,19,0,31
Hydrovegen,23.03.2023,11:00,Totalt i retning Herøya industripark,147,96,51,10,17,13,11,11,0,41
